time,tx,rx,throughput
2017-05-08T00:39:50Z,25407.2,4049.6,29456.8
2017-05-08T00:40:00Z,37921.6,5889.6,43811.2
2017-05-08T00:40:10Z,25389.6,4825.6,30215.2
2017-05-08T00:40:20Z,25396.8,4808,30204.8
2017-05-08T00:40:30Z,12722.4,3731.2,16453.6
2017-05-08T00:40:40Z,37955.2,4742.4,42697.6
2017-05-08T00:40:50Z,25394.4,5048,30442.4
2017-05-08T00:41:00Z,12666.4,3966.4,16632.8
2017-05-08T00:41:10Z,25406.4,4566.4,29972.8
2017-05-08T00:41:20Z,25395.2,4817.6,30212.8
2017-05-08T00:41:30Z,25292.8,4286.4,29579.2
2017-05-08T00:41:40Z,25385.6,4923.2,30308.8
2017-05-08T00:41:50Z,37960,5651.2,43611.2
2017-05-08T00:42:00Z,12616,4100.8,16716.8
2017-05-08T00:42:10Z,38110.4,6073.6,44184
2017-05-08T00:42:20Z,12620.8,3732.8,16353.6
2017-05-08T00:42:30Z,25300,5395.2,30695.2
2017-05-08T00:42:40Z,25129.6,5369.6,30499.2
2017-05-08T00:42:50Z,25298.4,5155.2,30453.6
2017-05-08T00:43:00Z,25299.2,4892.8,30192
2017-05-08T00:43:10Z,25235.2,5609.6,30844.8
2017-05-08T00:43:20Z,38288,5798.4,44086.4
2017-05-08T00:43:30Z,25232,4928,30160
2017-05-08T00:43:40Z,12718.4,3923.2,16641.6
2017-05-08T00:43:50Z,25299.2,5529.6,30828.8
2017-05-08T00:44:00Z,25334.4,5182.4,30516.8
2017-05-08T00:44:10Z,37896.8,5574.4,43471.2
2017-05-08T00:44:20Z,25293.6,4328,29621.6
2017-05-08T00:44:30Z,25340.8,4387.2,29728
2017-05-08T00:44:40Z,25235.2,4569.6,29804.8
2017-05-08T00:44:50Z,25181.6,4510.4,29692
2017-05-08T00:45:00Z,12719.2,4067.2,16786.4
2017-05-08T00:45:10Z,37725.6,5587.2,43312.8
2017-05-08T00:45:20Z,12775.2,3448,16223.2
2017-05-08T00:45:30Z,25340.8,3996.8,29337.6
2017-05-08T00:45:40Z,25227.2,4083.2,29310.4
2017-05-08T00:45:50Z,25396,4782.4,30178.4
2017-05-08T00:46:00Z,25185.6,4894.4,30080
2017-05-08T00:46:10Z,25280,4184,29464
2017-05-08T00:46:20Z,38032,5601.6,43633.6
2017-05-08T00:46:30Z,12667.2,3918.4,16585.6
2017-05-08T00:46:40Z,25328,4668.8,29996.8
2017-05-08T00:46:50Z,25283.2,5000,30283.2
2017-05-08T00:47:00Z,25284,4894.4,30178.4
2017-05-08T00:47:10Z,25329.6,5043.2,30372.8
2017-05-08T00:47:20Z,25448,4728,30176
2017-05-08T00:47:30Z,25345.6,4766.4,30112
2017-05-08T00:47:40Z,25329.6,4380.8,29710.4
2017-05-08T00:47:50Z,25441.6,4617.6,30059.2
2017-05-08T00:48:00Z,25369.6,5820.8,31190.4
2017-05-08T00:48:10Z,25171.2,4750.4,29921.6
2017-05-08T00:48:20Z,25292.8,4232,29524.8
2017-05-08T00:48:30Z,25300,4270.4,29570.4
2017-05-08T00:48:40Z,25235.2,4275.2,29510.4
2017-05-08T00:48:50Z,25298.4,4664,29962.4
2017-05-08T00:49:00Z,25448,5012.8,30460.8
2017-05-08T00:49:10Z,25270.4,5187.2,30457.6
2017-05-08T00:49:20Z,25355.2,4476.8,29832
2017-05-08T00:49:30Z,25247.2,4808,30055.2
2017-05-08T00:49:40Z,25352.8,4524.8,29877.6
2017-05-08T00:49:50Z,25359.2,5196.8,30556
2017-05-08T00:50:00Z,25196,5086.4,30282.4
2017-05-08T00:50:10Z,27757.6,6050.4,33808
2017-05-08T00:50:20Z,25818.4,5061.6,30880
2017-05-08T00:50:30Z,28600.8,6718.4,35319.2
2017-05-08T00:50:40Z,25185.6,4942.4,30128
2017-05-08T00:50:50Z,25192.8,4222.4,29415.2
2017-05-08T00:51:00Z,25240,4131.2,29371.2
2017-05-08T00:51:10Z,25435.2,5480,30915.2
2017-05-08T00:51:20Z,25345.6,4659.2,30004.8
2017-05-08T00:51:30Z,25308,5144,30452
2017-05-08T00:51:40Z,25296,5475.2,30771.2
2017-05-08T00:51:50Z,25305.6,5779.2,31084.8
2017-05-08T00:52:00Z,25468,5316.8,30784.8
2017-05-08T00:52:10Z,25402.4,5291.2,30693.6
2017-05-08T00:52:20Z,25515.2,4400,29915.2
2017-05-08T00:52:30Z,25244,5001.6,30245.6
2017-05-08T00:52:40Z,25292.8,4760,30052.8
2017-05-08T00:52:50Z,25335.2,5384,30719.2
2017-05-08T00:53:00Z,25212,4851.2,30063.2
2017-05-08T00:53:10Z,25369.6,5019.2,30388.8
2017-05-08T00:53:20Z,25329.6,4814.4,30144
2017-05-08T00:53:30Z,25440,5072,30512
2017-05-08T00:53:40Z,25111.2,4841.6,29952.8
2017-05-08T00:53:50Z,25224.8,4616,29840.8
2017-05-08T00:54:00Z,25327.2,4332.8,29660
2017-05-08T00:54:10Z,25373.6,4913.6,30287.2
2017-05-08T00:54:20Z,25176,4510.4,29686.4
2017-05-08T00:54:30Z,25399.2,4673.6,30072.8
2017-05-08T00:54:40Z,25312,4659.2,29971.2
2017-05-08T00:54:50Z,25351.2,4476.8,29828
2017-05-08T00:55:00Z,25352,4668.8,30020.8
2017-05-08T00:55:10Z,25440,5062.4,30502.4
2017-05-08T00:55:20Z,25232,4419.2,29651.2
2017-05-08T00:55:30Z,25335.2,4764.8,30100
2017-05-08T00:55:40Z,25274.4,4851.2,30125.6
2017-05-08T00:55:50Z,25335.2,4859.2,30194.4
2017-05-08T00:56:00Z,25224.8,4467.2,29692
2017-05-08T00:56:10Z,25270.4,5588.8,30859.2
2017-05-08T00:56:20Z,25283.2,5907.2,31190.4
2017-05-08T00:56:30Z,26091.2,5570.4,31661.6
2017-05-08T00:56:40Z,25264,4720,29984
2017-05-08T00:56:50Z,25279.2,3987.2,29266.4
2017-05-08T00:57:00Z,25276,5427.2,30703.2
2017-05-08T00:57:10Z,25266.4,4950.4,30216.8
2017-05-08T00:57:20Z,25366.4,4908.8,30275.2
2017-05-08T00:57:30Z,25136.8,4121.6,29258.4
2017-05-08T00:57:40Z,25230.4,4371.2,29601.6
2017-05-08T00:57:50Z,25399.2,4865.6,30264.8
2017-05-08T00:58:00Z,25318.4,4697.6,30016
2017-05-08T00:58:10Z,25283.2,5240,30523.2
2017-05-08T00:58:20Z,25291.2,4568,29859.2
2017-05-08T00:58:30Z,25297.6,4616,29913.6
2017-05-08T00:58:40Z,25332.8,4616,29948.8
2017-05-08T00:58:50Z,25225.6,4563.2,29788.8
2017-05-08T00:59:00Z,25274.4,4592,29866.4
2017-05-08T00:59:10Z,25310.4,5816,31126.4
2017-05-08T00:59:20Z,25236.8,5187.2,30424
2017-05-08T00:59:30Z,25237.6,4563.2,29800.8
2017-05-08T00:59:40Z,25278.4,4518.4,29796.8
2017-05-08T00:59:50Z,25240,3843.2,29083.2
