time,tx,rx,throughput
2017-05-08T00:00:00Z,5112,1776,6888
2017-05-08T00:00:10Z,5382.4,1788,7170.4
2017-05-08T00:00:20Z,5416,1842.4,7258.4
2017-05-08T00:00:30Z,5035.2,1683.2,6718.4
2017-05-08T00:00:40Z,5348.8,1754.4,7103.2
2017-05-08T00:00:50Z,5416,1842.4,7258.4
2017-05-08T00:01:00Z,5112,1776,6888
2017-05-08T00:01:10Z,5348.8,1754.4,7103.2
2017-05-08T00:01:20Z,5416,1842.4,7258.4
2017-05-08T00:01:30Z,5035.2,1683.2,6718.4
2017-05-08T00:01:40Z,5348.8,1754.4,7103.2
2017-05-08T00:01:50Z,5416,1842.4,7258.4
2017-05-08T00:02:00Z,5112,1776,6888
2017-05-08T00:02:10Z,5348.8,1754.4,7103.2
2017-05-08T00:02:20Z,5887.2,2849.6,8736.8
2017-05-08T00:02:30Z,5177.6,1772.8,6950.4
2017-05-08T00:02:40Z,5416,1821.6,7237.6
2017-05-08T00:02:50Z,5416,1842.4,7258.4
2017-05-08T00:03:00Z,5112,1776,6888
2017-05-08T00:03:10Z,5348.8,1754.4,7103.2
2017-05-08T00:03:20Z,5416,1842.4,7258.4
2017-05-08T00:03:30Z,5107.2,1755.2,6862.4
2017-05-08T00:03:40Z,5416,1821.6,7237.6
2017-05-08T00:03:50Z,5416,1842.4,7258.4
2017-05-08T00:04:00Z,5155.2,1819.2,6974.4
2017-05-08T00:04:10Z,5348.8,1754.4,7103.2
2017-05-08T00:04:20Z,5521.6,1876,7397.6
2017-05-08T00:04:30Z,4767.2,1594.4,6361.6
2017-05-08T00:04:40Z,5348.8,1755.2,7104
2017-05-08T00:04:50Z,5416,1842.4,7258.4
2017-05-08T00:05:00Z,5112,1776,6888
2017-05-08T00:05:10Z,5348.8,1754.4,7103.2
2017-05-08T00:05:20Z,5887.2,2849.6,8736.8
2017-05-08T00:05:30Z,5246.4,1769.6,7016
2017-05-08T00:05:40Z,5454.4,1860,7314.4
2017-05-08T00:05:50Z,5416,1842.4,7258.4
2017-05-08T00:06:00Z,5112,1776,6888
2017-05-08T00:06:10Z,5348.8,1986.4,7335.2
2017-05-08T00:06:20Z,5459.2,1885.6,7344.8
2017-05-08T00:06:30Z,5140.8,1716.8,6857.6
2017-05-08T00:06:40Z,5348.8,1754.4,7103.2
2017-05-08T00:06:50Z,5416,1842.4,7258.4
2017-05-08T00:07:00Z,5112,1776,6888
2017-05-08T00:07:10Z,5348.8,1754.4,7103.2
2017-05-08T00:07:20Z,5416,1842.4,7258.4
2017-05-08T00:07:30Z,5035.2,1683.2,6718.4
2017-05-08T00:07:40Z,5348.8,1754.4,7103.2
2017-05-08T00:07:50Z,5416,1917.6,7333.6
2017-05-08T00:08:00Z,5112,1832,6944
2017-05-08T00:08:10Z,5348.8,1754.4,7103.2
2017-05-08T00:08:20Z,5920.8,2883.2,8804
2017-05-08T00:08:30Z,5140.8,1736,6876.8
2017-05-08T00:08:40Z,5348.8,1754.4,7103.2
2017-05-08T00:08:50Z,5416,1917.6,7333.6
2017-05-08T00:09:00Z,5112,1776,6888
2017-05-08T00:09:10Z,5348.8,1754.4,7103.2
2017-05-08T00:09:20Z,5416,1842.4,7258.4
2017-05-08T00:09:30Z,5068.8,1716.8,6785.6
2017-05-08T00:09:40Z,5348.8,1810.4,7159.2
2017-05-08T00:09:50Z,5416,1842.4,7258.4
2017-05-08T00:10:00Z,5112,1776,6888
2017-05-08T00:10:10Z,5348.8,1754.4,7103.2
2017-05-08T00:10:20Z,5416,1842.4,7258.4
2017-05-08T00:10:30Z,5035.2,1683.2,6718.4
2017-05-08T00:10:40Z,5348.8,1755.2,7104
2017-05-08T00:10:50Z,5416,1842.4,7258.4
2017-05-08T00:11:00Z,5112,1776,6888
2017-05-08T00:11:10Z,5348.8,1754.4,7103.2
2017-05-08T00:11:20Z,5887.2,2849.6,8736.8
2017-05-08T00:11:30Z,5140.8,1736,6876.8
2017-05-08T00:11:40Z,5348.8,1754.4,7103.2
2017-05-08T00:11:50Z,5416,1842.4,7258.4
2017-05-08T00:12:00Z,5112,1776,6888
2017-05-08T00:12:10Z,5348.8,1754.4,7103.2
2017-05-08T00:12:20Z,5449.6,1876,7325.6
2017-05-08T00:12:30Z,5035.2,1683.2,6718.4
2017-05-08T00:12:40Z,5348.8,1754.4,7103.2
2017-05-08T00:12:50Z,5416,1842.4,7258.4
2017-05-08T00:13:00Z,5112,1776,6888
2017-05-08T00:13:10Z,5348.8,1754.4,7103.2
2017-05-08T00:13:20Z,5521.6,1876,7397.6
2017-05-08T00:13:30Z,5035.2,1683.2,6718.4
2017-05-08T00:13:40Z,5348.8,1754.4,7103.2
2017-05-08T00:13:50Z,5449.6,1876,7325.6
2017-05-08T00:14:00Z,5112,1776,6888
2017-05-08T00:14:10Z,5348.8,1754.4,7103.2
2017-05-08T00:14:20Z,5959.2,2849.6,8808.8
2017-05-08T00:14:30Z,5208,1803.2,7011.2
2017-05-08T00:14:40Z,5348.8,1754.4,7103.2
2017-05-08T00:14:50Z,5416,1842.4,7258.4
2017-05-08T00:15:00Z,5112,1776,6888
2017-05-08T00:15:10Z,5348.8,1754.4,7103.2
2017-05-08T00:15:20Z,5416,1842.4,7258.4
2017-05-08T00:15:30Z,5140.8,1716.8,6857.6
2017-05-08T00:15:40Z,5382.4,1788,7170.4
2017-05-08T00:15:50Z,5416,1842.4,7258.4
2017-05-08T00:16:00Z,5112,1776,6888
2017-05-08T00:16:10Z,5348.8,1754.4,7103.2
2017-05-08T00:16:20Z,5416,1842.4,7258.4
2017-05-08T00:16:30Z,5035.2,1683.2,6718.4
2017-05-08T00:16:40Z,5348.8,1754.4,7103.2
2017-05-08T00:16:50Z,5416,1842.4,7258.4
2017-05-08T00:17:00Z,5112,1776,6888
2017-05-08T00:17:10Z,5348.8,1754.4,7103.2
2017-05-08T00:17:20Z,5887.2,2849.6,8736.8
2017-05-08T00:17:30Z,5140.8,1736,6876.8
2017-05-08T00:17:40Z,5348.8,1754.4,7103.2
2017-05-08T00:17:50Z,5449.6,1876,7325.6
2017-05-08T00:18:00Z,5112,1776,6888
2017-05-08T00:18:10Z,5348.8,1754.4,7103.2
2017-05-08T00:18:20Z,5416,1842.4,7258.4
2017-05-08T00:18:30Z,5035.2,1683.2,6718.4
2017-05-08T00:18:40Z,5315.2,1720.8,7036
2017-05-08T00:18:50Z,5449.6,1876,7325.6
2017-05-08T00:19:00Z,5112,1776,6888
2017-05-08T00:19:10Z,5361.6,1807.2,7168.8
2017-05-08T00:19:20Z,5285.6,1848,7133.6
2017-05-08T00:19:30Z,5232.8,1744.8,6977.6
2017-05-08T00:19:40Z,5348.8,1810.4,7159.2
